KOTA/KABUPATEN;KECAMATAN;REG;ESTIMASI REG;OKE;ESTIMASI OKE;YES;ESTIMASI YES;ORIGIN
Balangan;Paringin;60000;5 - 6 Hari;51000;7 - 8 Hari;-;-;YOGYAKARTA
BaritoTimur;PatangkepTutui;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
TanahLaut;Pelaihari;60000;5 - 6 Hari;51000;7 - 8 Hari;-;-;YOGYAKARTA
BaritoTimur;PematangKarau;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Banjar;Pengaron;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
MurungRaya;PermataIntan;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Tampin;Piani;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Tabalong;Pugaan;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
KotaBaru;PulauLautBarat;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
KotaBaru;PulauLautSelatan;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
KotaBaru;PulauLautTimur;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
KotaBaru;PulauLautUtara;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
KotaBaru;PulauSebuku;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
KotaBaru;PulauSembilan;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
MurungRaya;PurukCahu;60000;5 - 6 Hari;51000;7 - 8 Hari;-;-;YOGYAKARTA
Tampin;Rantau;60000;5 - 6 Hari;51000;7 - 8 Hari;-;-;YOGYAKARTA
BaritoKuala;RantauBadauh;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Tampin;SalamBabaris;60000;5 - 6 Hari;51000;7 - 8 Hari;-;-;YOGYAKARTA
KotaBaru;Sampanahan;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
TanahBambu;Satui;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Banjar;SimpangEmpat;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
HuluSungaiSelatan;Simpur;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
MurungRaya;SumberBarito;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
KotaBaru;SungaiDurian;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
TanahBambu;SungaiLoban;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
HuluSungaiUtara;SungaiPandan;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Banjar;SungaiPinang;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
HuluSungaiSelatan;SungaiRaya;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Banjar;SungaiTabuk;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
BaritoKuala;Tabukan;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
BaritoKuala;Tabunganen;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
TanahLaut;Takisung;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
BaritoKuala;Tamban;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
TanahLaut;TambangUlang;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
BaritoTimur;TamiangLayang;60000;5 - 6 Hari;51000;7 - 8 Hari;-;-;YOGYAKARTA
MurungRaya;TanahSiang;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Tabalong;Tanjung;60000;5 - 6 Hari;51000;7 - 8 Hari;-;-;YOGYAKARTA
Tabalong;Tanta;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Tampin;TapinSelatan;60000;5 - 6 Hari;51000;7 - 8 Hari;-;-;YOGYAKARTA
Tampin;TapinTengah;60000;5 - 6 Hari;51000;7 - 8 Hari;-;-;YOGYAKARTA
Tampin;TapinUtara;60000;5 - 6 Hari;51000;7 - 8 Hari;-;-;YOGYAKARTA
HuluSungaiSelatan;TelagaLangsat;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
BaritoUtara;TewehTengah;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
BaritoUtara;TewehTimur;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Tabalong;Upau;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
BaritoKuala;Wanaraya;75000;7 - 8 Hari;64000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Andir;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Arcamanik;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Arjasari;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Astanaanyar;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Purwakarta;Babakancikao;35000;7 - 8 Hari;30000;8 - 10 Hari;36000;-;YOGYAKARTA
Bandung;Babakanciparay;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Baleendah;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Garut;BaluburLimbangan;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Bandung;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;BandungKidul;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;BandungKulon;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;BandungWetan;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
BanjarBDO;Banjar;28000;6 - 7 Hari;24000;7 - 8 Hari;-;-;YOGYAKARTA
Bandung;Banjaran;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Ciamis;Banjarsari;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Garut;Banjarwangi;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Bantarkalong;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Garut;Banyuresmi;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Baregbeg;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
BandungBarat;Batujajar;35000;7 - 8 Hari;30000;8 - 10 Hari;36000;-;YOGYAKARTA
Bandung;Batununggal;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Garut;Bayongbong;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Subang;Binong;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Subang;Blanakan;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Purwakarta;Bojong;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Bojongasih;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Bojonggambir;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Bandung;BojongloaKaler;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;BojongloaKidul;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;BojongSoang;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Sumedang;Buahdua;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Garut;Bungbulang;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Purwakarta;Bungursari;35000;7 - 8 Hari;30000;8 - 10 Hari;36000;-;YOGYAKARTA
Purwakarta;Campaka;35000;7 - 8 Hari;30000;8 - 10 Hari;36000;-;YOGYAKARTA
Bandung;Cangkuang;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Garut;Caringin;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Ciamis;28000;6 - 7 Hari;24000;7 - 8 Hari;36000;-;YOGYAKARTA
Subang;Ciasem;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Ciawi;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Garut;Cibalong;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Cibalong;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Cibatu;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Purwakarta;Cibatu;35000;7 - 8 Hari;30000;8 - 10 Hari;36000;-;YOGYAKARTA
Bandung;CibeunyingKaler;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;CibeunyingKidul;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Tasikmalaya;Cibeureum;28000;6 - 7 Hari;24000;7 - 8 Hari;36000;-;YOGYAKARTA
Bandung;Cibiru;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Garut;Cibiuk;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Subang;Cibogo;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Cibugel;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Bandung;Cicadas;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Cicalengka;19000;2 - 3 Hari;24000;4 - 5 Hari;-;-;YOGYAKARTA
Bandung;Cicendo;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Cidadap;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Ciamis;Cidolog;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Cigalontang;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Garut;Cigedug;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Cigugur;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
BandungBarat;Cihampelas;35000;7 - 8 Hari;30000;8 - 10 Hari;36000;-;YOGYAKARTA
Ciamis;Cihaurbeuti;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Cihideung;28000;6 - 7 Hari;24000;7 - 8 Hari;36000;-;YOGYAKARTA
Garut;Cihurip;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Subang;Cijambe;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Cijeungjing;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Cijulang;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Garut;Cikajang;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Cikalong;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
BandungBarat;CikalongWetan;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Cikancung;19000;2 - 3 Hari;24000;4 - 5 Hari;-;-;YOGYAKARTA
Tasikmalaya;Cikatomas;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Subang;Cikaum;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Cikelet;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Cikoneng;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Garut;Cilawu;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Cilengkrang;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Cileunyi;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
BandungBarat;Cililin;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Cimahi;Cimahi;23000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Cimahi;CimahiSelatan;23000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Cimahi;CimahiTengah;23000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Cimahi;CimahiUtara;23000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Sumedang;Cimalaka;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Cimanggu;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Cimaragas;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
BandungBarat;Cimareme;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Cimaung;19000;2 - 3 Hari;24000;4 - 5 Hari;-;-;YOGYAKARTA
Bandung;Cimenyan;19000;2 - 3 Hari;24000;4 - 5 Hari;-;-;YOGYAKARTA
Ciamis;Cimerak;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Cineam;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Cipaku;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Bandung;Ciparay;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
BandungBarat;Cipatat;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Cipatujah;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Cipedes;28000;6 - 7 Hari;24000;7 - 8 Hari;36000;-;YOGYAKARTA
BandungBarat;Cipeundeuy;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Subang;Cipeundeuy;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
BandungBarat;Cipongkor;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Subang;Cipunagara;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Cisaga;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Subang;Cisalak;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
BandungBarat;Cisarua;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Cisarua;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Cisayong;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Cisewu;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Cisitu;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Garut;Cisompet;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Cisurupan;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Ciwidey;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Bandung;Coblong;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Subang;Compreng;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Conggeang;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Culamega;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Purwakarta;Darangdan;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Darmaraja;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Bandung;Dayeuhkolot;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Sumedang;Ganeas;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Garut;Garut, Kab. Garut;28000;5 - 6 Hari;24000;7 - 8 Hari;36000;-;YOGYAKARTA
Garut;GarutKota;28000;5 - 6 Hari;24000;7 - 8 Hari;36000;-;YOGYAKARTA
BandungBarat;Gununghalu;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;GunungTanjung;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Ibun;19000;2 - 3 Hari;24000;4 - 5 Hari;-;-;YOGYAKARTA
Tasikmalaya;Indihiang;28000;6 - 7 Hari;24000;7 - 8 Hari;-;-;YOGYAKARTA
Subang;JalanCagak;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Jamanis;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Jatigede;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Purwakarta;Jatiluhur;35000;7 - 8 Hari;30000;8 - 10 Hari;36000;-;YOGYAKARTA
Ciamis;Jatinagara;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Jatinangor;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Sumedang;Jatinunggal;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Jatiwaras;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Kadipaten;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Kadungora;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Subang;Kalijati;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Kalipucang;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Karangjaya;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Karangnunggal;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Karangpawitan;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Karangtengah;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Katapang;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Ciamis;Kawali;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Kawalu;28000;6 - 7 Hari;24000;7 - 8 Hari;-;-;YOGYAKARTA
Garut;Kersamanah;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Kertasari;19000;2 - 3 Hari;24000;4 - 5 Hari;-;-;YOGYAKARTA
Bandung;Kiaracondong;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Purwakarta;Kiarapedes;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Lakbok;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
BanjarBDO;Langensari;28000;6 - 7 Hari;24000;7 - 8 Hari;-;-;YOGYAKARTA
Ciamis;Langkaplancar;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Subang;LegonKulon;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Leles;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
BandungBarat;Lembang;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Lengkong;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Garut;Leuwigoong;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Leuwisari;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Lumbung;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Bandung;Majalaya;28000;6 - 7 Hari;24000;5 - 7 Hari;36000;-;YOGYAKARTA
Garut;Malangbong;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Mangkubumi;28000;6 - 7 Hari;24000;7 - 8 Hari;-;-;YOGYAKARTA
Ciamis;Mangunjaya;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Mangunreja;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Purwakarta;Maniis;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Manonjaya;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Margaasih;35000;7 - 8 Hari;30000;7 - 10 Hari;36000;-;YOGYAKARTA
Bandung;Margacinta;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Margahayu;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Garut;Mekarmukti;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Nagreg;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
BandungBarat;Ngamprah;19000;2 - 3 Hari;24000;4 - 5 Hari;-;-;YOGYAKARTA
Subang;Pabuaran;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Pacet;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Padaherang;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Padakembang;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
BandungBarat;Padalarang;35000;7 - 8 Hari;30000;8 - 10 Hari;36000;-;YOGYAKARTA
Subang;Pagaden;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Pagerageung;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Pakenjeng;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Subang;Pamanukan;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Pamarican;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Bandung;Pameungpeuk;19000;2 - 3 Hari;24000;4 - 5 Hari;-;-;YOGYAKARTA
Garut;Pameungpeuk;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Pamulihan;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Pamulihan;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Panawangan;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Pancatengah;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Pangalengan;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Pangandaran;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Garut;Pangatikan;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Panjalu;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Panumbangan;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Parigi;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
BandungBarat;Parongpong;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Parungponteng;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Purwakarta;Pasawahan;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Paseh;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Paseh;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Bandung;Pasirjambu;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Garut;Pasirwangi;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
BanjarBDO;Pataruman;28000;6 - 7 Hari;24000;7 - 8 Hari;-;-;YOGYAKARTA
Subang;PatokBeusi;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Garut;Peundeuy;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Purwakarta;Plered;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Purwakarta;Pondoksalam;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Purwadadi;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Subang;Purwadadi;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
BanjarBDO;Purwaharja;28000;6 - 7 Hari;24000;7 - 8 Hari;-;-;YOGYAKARTA
Purwakarta;Purwakarta;28000;5 - 6 Hari;24000;7 - 8 Hari;36000;-;YOGYAKARTA
Subang;Pusakanagara;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Puspahiang;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Ciamis;Rajadesa;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Tasikmalaya;Rajapolah;35000;7 - 8 Hari;30000;8 - 10 Hari;-;-;YOGYAKARTA
Bandung;Rancabali;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Bandung;Rancaekek;19000;2 - 3 Hari;24000;4 - 5 Hari;36000;-;YOGYAKARTA
Ciamis;Rancah;35000;7 - 8 Hari;30000;9 - 10 Hari;-;-;YOGYAKARTA
Sumedang;Rancakalong;35000;7 - 8 Hari;30000;7 - 10 Hari;-;-;YOGYAKARTA
Bandung;Rancasari;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
Bandung;Regol;19000;2 - 3 Hari;17000;4 - 5 Hari;36000;-;YOGYAKARTA
